source_file,old_post_id,old_url,old_slug,old_title,old_content_type,new_content_type,category,subcategory,original_publish_date,original_modified_date,word_count,media_count,internal_links,external_links,seo_title,meta_description,potential_target_url,existing_new_equivalent,content_quality_score,historical_value_score,medical_review_required,recommended_action,notes
../output/markdown/hair__radiance-skin-hair-clinic.md,,https://www.radianceclinics.com/post/radiance-skin-hair-clinic/,radiance-skin-hair-clinic,Radiance Skin & Hair Clinic,post,ARTICLE,Skin Health,hair,2021-12-30,,310,,0,0,,,/knowledge/radiance-skin-hair-clinic,no,60,52,yes,REWRITE,source bucket GOOD; medical/editorial flags: \bguarantee[sd]?\b | \bweight loss\b
../output/markdown/clinic__lip-blushing.md,,https://www.radianceclinics.com/treatment/non-surgical-facial-enhancements/lip-blushing/,lip-blushing,Lip Blushing,page,CLINIC_INFO,Clinic & Doctor,clinic,2025-05-13,,309,,0,0,,,/about,yes,60,52,no,MERGE,source bucket GOOD; medical/editorial flags: \bcure[sd]?\b | \bpainless\b
../output/markdown/hair__top-hair-transplant-methods-achieve-natural-long-lasting-results.md,,https://www.radianceclinics.com/post/top-hair-transplant-methods-achieve-natural-long-lasting-results/,top-hair-transplant-methods-achieve-natural-long-lasting-results,"Top Hair Transplant Methods: Achieve Natural, Long-Lasting Results",post,TREATMENT,Hair Transplant,hair,2024-11-25,,397,,0,0,,,/hair-transplant-bhubaneswar,yes,60,56,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/skin__microdermabrasion-radiance.md,,https://www.radianceclinics.com/microdermabrasion-radiance/,microdermabrasion-radiance,Microdermabrasion,page,PATIENT_GUIDE,Skin Health,skin,2023-08-13,,170,,0,0,,,/skin-clinic-bhubaneswar,yes,55,43,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/skin__laser-photo-rejuvenation-radiance.md,,https://www.radianceclinics.com/laser-photo-rejuvenation-radiance/,laser-photo-rejuvenation-radiance,Laser Photo Rejuvenation,page,TREATMENT,Skin Health,skin,2023-08-13,,230,,0,0,,,/skin-clinic-bhubaneswar,yes,55,45,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/skin__laser-re-surfacing.md,,https://www.radianceclinics.com/laser-re-surfacing/,laser-re-surfacing,Laser Re-Surfacing,page,TREATMENT,Skin Health,skin,2023-08-13,,384,,0,0,,,/skin-clinic-bhubaneswar,yes,55,52,yes,MERGE,source bucket GOOD; medical/editorial flags: \bno downtime\b
../output/markdown/hair__bio-therapy-treatment.md,,https://www.radianceclinics.com/bio-therapy-treatment/,bio-therapy-treatment,Bio Therapy,page,TREATMENT,Other,hair,2023-08-18,,328,,0,0,,,/knowledge,no,55,49,yes,REWRITE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__lip-pigmentation-2.md,,https://www.radianceclinics.com/treatment/bridal-dermatology/lip-pigmentation-2/,lip-pigmentation-2,Lip Pigmentation,page,TREATMENT,Pigmentation,clinic,2023-09-18,,151,,0,0,,,/pigmentation-treatment-bhubaneswar,yes,55,42,yes,MERGE,source bucket GOOD; medical/editorial flags: \bpermanent(?:ly)?\b | \bflawless\b
../output/markdown/clinic__laser-hair-reduction.md,,https://www.radianceclinics.com/treatment/bridal-dermatology/laser-hair-reduction/,laser-hair-reduction,Laser Hair Reduction,page,TREATMENT,Laser Hair Reduction,clinic,2023-09-18,,158,,0,0,,,/laser-hair-removal-bhubaneswar,yes,55,42,yes,MERGE,source bucket GOOD; medical/editorial flags: \bflawless\b
../output/markdown/clinic__acnecheck-treatment.md,,https://www.radianceclinics.com/treatment/bridal-dermatology/acnecheck-treatment/,acnecheck-treatment,Acne Check Treatment,page,TREATMENT,Acne,clinic,2023-09-19,,155,,0,0,,,/concerns/acne/acne,yes,55,42,yes,MERGE,source bucket GOOD; medical/editorial flags: \bflawless\b
../output/markdown/clinic__mnrf-stretch-marks.md,,https://www.radianceclinics.com/treatment/bridal-dermatology/mnrf-stretch-marks/,mnrf-stretch-marks,MNRF For Stretch Marks,page,TREATMENT,Acne Scars,clinic,2023-09-19,,162,,0,0,,,/acne-scar-treatment-bhubaneswar,yes,55,43,yes,MERGE,source bucket GOOD; medical/editorial flags: \bpregnan(?:cy|t)\b
../output/markdown/skin__vampirefacial.md,,https://www.radianceclinics.com/treatment/bridal-dermatology/vampirefacial/,vampirefacial,Vampire Facial,page,TREATMENT,Skin Health,skin,2023-09-19,,156,,0,0,,,/skin-clinic-bhubaneswar,yes,55,42,yes,MERGE,source bucket GOOD; medical/editorial flags: \bno downtime\b
../output/markdown/clinic__dermal-fillers.md,,https://www.radianceclinics.com/treatment/bridal-dermatology/dermal-fillers/,dermal-fillers,Dermal Fillers,page,TREATMENT,Ageing & Aesthetics,clinic,2023-09-19,,164,,0,0,,,/dermal-fillers-bhubaneswar,yes,55,43,yes,MERGE,source bucket GOOD; medical/editorial flags: \b(botox|filler|injectable)\b
../output/markdown/skin__mesofacials.md,,https://www.radianceclinics.com/treatment/bridal-dermatology/mesofacials/,mesofacials,Mesofacials,page,TREATMENT,Skin Health,skin,2023-09-19,,171,,0,0,,,/skin-clinic-bhubaneswar,yes,55,43,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__mesotherapy.md,,https://www.radianceclinics.com/treatment/pigmentation/mesotherapy/,mesotherapy,Mesotherapy,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-20,,160,,0,0,,,/about,yes,55,42,no,MERGE,source bucket GOOD; medical/editorial flags: \bno downtime\b | \bpainless\b
../output/markdown/clinic__age-erase.md,,https://www.radianceclinics.com/treatment/anti-ageing-therapies/age-erase/,age-erase,Age Erase,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-22,,154,,0,0,,,/about,yes,55,42,no,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__prp-facelift.md,,https://www.radianceclinics.com/treatment/anti-ageing-therapies/prp-facelift/,prp-facelift,PRP Facelift,page,TREATMENT,Hair Loss & Scalp,clinic,2023-09-22,,164,,0,0,,,/treatments/aesthetic-dermatology/injectable-aesthetics,yes,55,43,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__hyaluronic-acid-therapy.md,,https://www.radianceclinics.com/treatment/anti-ageing-therapies/hyaluronic-acid-therapy/,hyaluronic-acid-therapy,Hyaluronic Acid Therapy,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-22,,158,,0,0,,,/about,yes,55,42,no,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__tixel.md,,https://www.radianceclinics.com/treatment/stretch-marks/tixel/,tixel,Tixel,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-22,,152,,0,0,,,/about,yes,55,42,no,MERGE,source bucket GOOD; medical/editorial flags: \bflawless\b
../output/markdown/clinic__dermaroller.md,,https://www.radianceclinics.com/treatment/stretch-marks/dermaroller/,dermaroller,Dermaroller,page,TREATMENT,Acne Scars,clinic,2023-09-22,,152,,0,0,,,/acne-scar-treatment-bhubaneswar,yes,55,42,yes,MERGE,source bucket GOOD; medical/editorial flags: \bflawless\b
../output/markdown/clinic__prp.md,,https://www.radianceclinics.com/treatment/stretch-marks/prp/,prp,PRP,page,TREATMENT,Hair Loss & Scalp,clinic,2023-09-22,,158,,0,0,,,/knowledge,no,55,42,yes,MERGE,source bucket GOOD; medical/editorial flags: \bflawless\b
../output/markdown/skin__gluta-c-shots.md,,https://www.radianceclinics.com/treatment/premium-services/gluta-c-shots/,gluta-c-shots,Gluta C Shots,page,TREATMENT,Skin Health,skin,2023-09-23,,153,,0,0,,,/skin-clinic-bhubaneswar,yes,55,42,yes,MERGE,source bucket GOOD; medical/editorial flags: \bflawless\b
../output/markdown/skin__radiance-3d.md,,https://www.radianceclinics.com/treatment/premium-services/radiance-3d/,radiance-3d,Radiance 3D,page,TREATMENT,Skin Health,skin,2023-09-23,,159,,0,0,,,/skin-clinic-bhubaneswar,yes,55,42,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__cheek-enhancement.md,,https://www.radianceclinics.com/treatment/non-surgical-facial-enhancements/cheek-enhancement/,cheek-enhancement,Cheek Enhancement,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-23,,160,,0,0,,,/about,yes,55,42,no,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__root-restore-therapy.md,,https://www.radianceclinics.com/treatment/hairfall/root-restore-therapy/,root-restore-therapy,Root Restore Therapy,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-23,,177,,0,0,,,/about,yes,55,43,no,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__advanced-hgp.md,,https://www.radianceclinics.com/treatment/hairfall/advanced-hgp/,advanced-hgp,Advanced HGP,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-23,,169,,0,0,,,/about,yes,55,43,no,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__mesotherapy.md,,https://www.radianceclinics.com/treatment/hairfall/mesotherapy/,mesotherapy,Mesotherapy,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-23,,171,,0,0,,,/about,yes,55,43,no,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__acne.md,,https://www.radianceclinics.com/conditions/acne/,acne,Acne,page,CONCERN,Acne,clinic,2023-09-25,,224,,0,0,,,/concerns/acne/acne,yes,55,45,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__scarring-alopecia.md,,https://www.radianceclinics.com/conditions/hairfall/scarring-alopecia/,scarring-alopecia,Scarring Alopecia,page,CONCERN,Hair Loss & Scalp,clinic,2023-09-26,,186,,0,0,,,/knowledge,no,55,44,yes,REWRITE,source bucket GOOD; medical/editorial flags: \bpermanent(?:ly)?\b
../output/markdown/clinic__sagging-skin.md,,https://www.radianceclinics.com/conditions/antiageing/sagging-skin/,sagging-skin,Sagging Skin,page,CONCERN,Skin Health,clinic,2023-09-26,,203,,0,0,,,/skin-clinic-bhubaneswar,yes,55,44,yes,MERGE,source bucket GOOD; medical/editorial flags: \b(botox|filler|injectable)\b
../output/markdown/skin__freckles.md,,https://www.radianceclinics.com/conditions/freckles/,freckles,Freckles,page,CONCERN,Skin Health,skin,2023-09-26,,238,,0,0,,,/skin-clinic-bhubaneswar,yes,55,46,yes,MERGE,source bucket GOOD; medical/editorial flags: \bflawless\b
../output/markdown/skin__rosacea.md,,https://www.radianceclinics.com/conditions/rosacea/,rosacea,Rosacea,page,CONCERN,General Skin Concerns,skin,2023-09-26,,186,,0,0,,,/concerns/other-skin-concerns/rosacea-redness,yes,55,44,yes,MERGE,source bucket GOOD; medical/editorial flags: \bcure[sd]?\b
../output/markdown/skin__pigmentation-removal.md,,https://www.radianceclinics.com/conditions/pigmentation-removal/,pigmentation-removal,Pigmentation Removal,page,CONCERN,Pigmentation,skin,2023-09-26,,200,,0,0,,,/pigmentation-treatment-bhubaneswar,yes,55,44,yes,MERGE,source bucket GOOD; medical/editorial flags: \bcure[sd]?\b
../output/markdown/skin__micro-blading.md,,https://www.radianceclinics.com/treatment/non-surgical-facial-enhancements/micro-blading/,micro-blading,Micro Blading,page,TREATMENT,Skin Health,skin,2025-05-13,,302,,0,0,,,/skin-clinic-bhubaneswar,yes,55,48,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/hair__hair-loss-treatment.md,,https://www.radianceclinics.com/post/hair-loss-treatment/,hair-loss-treatment,Hair Loss Treatment,post,TREATMENT,Hair Loss & Scalp,hair,2021-12-30,,334,,0,0,,,/concerns/hair-loss-scalp/hair-loss,yes,55,50,yes,MERGE,source bucket GOOD; medical/editorial flags: \bprescri(?:be|ption)\b
../output/markdown/clinic__non-surgical-hair-replacement.md,,https://www.radianceclinics.com/post/non-surgical-hair-replacement/,non-surgical-hair-replacement,Non-Surgical Hair Replacement,post,CLINIC_INFO,Clinic & Doctor,clinic,2021-12-30,,299,,0,0,,,/about,yes,55,48,no,MERGE,source bucket GOOD; medical/editorial flags: \bguarantee[sd]?\b
../output/good-content.json,,https://www.radianceclinics.com/post/%e0%ac%b2%e0%ad%87%e0%ac%9c%e0%ac%b0-%e0%ac%b9%e0%ad%87%e0%ad%9f%e0%ac%be%e0%ac%b0-%e0%ac%b0%e0%ac%bf%e0%ac%ae%e0%ad%81%e0%ac%ad%e0%ac%be%e0%ac%b2%e0%ad%8d-%e0%ac%b0-%e0%ac%89%e0%ac%aa%e0%ac%95/,%e0%ac%b2%e0%ad%87%e0%ac%9c%e0%ac%b0-%e0%ac%b9%e0%ad%87%e0%ad%9f%e0%ac%be%e0%ac%b0-%e0%ac%b0%e0%ac%bf%e0%ac%ae%e0%ad%81%e0%ac%ad%e0%ac%be%e0%ac%b2%e0%ad%8d-%e0%ac%b0-%e0%ac%89%e0%ac%aa%e0%ac%95,ଲେଜର ହେୟାର ରିମୁଭାଲ୍ ର ଉପକାରିତା,post,ARTICLE,Skin Health,laser,2022-02-03,,574,,0,0,,,/knowledge/%e0%ac%b2%e0%ad%87%e0%ac%9c%e0%ac%b0-%e0%ac%b9%e0%ad%87%e0%ad%9f%e0%ac%be%e0%ac%b0-%e0%ac%b0%e0%ac%bf%e0%ac%ae%e0%ad%81%e0%ac%ad%e0%ac%be%e0%ac%b2%e0%ad%8d-%e0%ac%b0-%e0%ac%89%e0%ac%aa%e0%ac%95,no,55,60,yes,CONVERT_TO_GUIDE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__invisible-facelift-at-bhubaneswar.md,,https://www.radianceclinics.com/invisible-facelift-at-bhubaneswar/,invisible-facelift-at-bhubaneswar,Invisible Facelift,page,PATIENT_GUIDE,Ageing & Aesthetics,clinic,2023-08-10,,263,,0,0,,,/treatments/aesthetic-dermatology/injectable-aesthetics,yes,50,43,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/skin__permanentmakeup.md,,https://www.radianceclinics.com/treatment/bridal-dermatology/permanentmakeup/,permanentmakeup,Permanent Makeup,page,TREATMENT,Skin Health,skin,2023-09-18,,161,,0,0,,,/skin-clinic-bhubaneswar,yes,50,39,yes,MERGE,source bucket GOOD; medical/editorial flags: \bpermanent(?:ly)?\b | \bflawless\b
../output/markdown/clinic__hgp-for-hair.md,,https://www.radianceclinics.com/treatment/bridal-dermatology/hgp-for-hair/,hgp-for-hair,HGP For Hair,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-19,,178,,0,0,,,/about,yes,50,40,no,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/skin__power-glow.md,,https://www.radianceclinics.com/treatment/pigmentation/power-glow/,power-glow,Power Glow,page,TREATMENT,Skin Health,skin,2023-09-19,,156,,0,0,,,/skin-clinic-bhubaneswar,yes,50,39,yes,MERGE,source bucket GOOD; medical/editorial flags: \bflawless\b
../output/markdown/skin__collagen-induction-therapy.md,,https://www.radianceclinics.com/treatment/anti-ageing-therapies/collagen-induction-therapy/,collagen-induction-therapy,Collagen Induction Therapy,page,TREATMENT,Skin Health,skin,2023-09-22,,166,,0,0,,,/skin-clinic-bhubaneswar,yes,50,39,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/skin__thread-lift.md,,https://www.radianceclinics.com/treatment/anti-ageing-therapies/thread-lift/,thread-lift,Thread Lift,page,TREATMENT,Skin Health,skin,2023-09-22,,158,,0,0,,,/skin-clinic-bhubaneswar,yes,50,39,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__aqua-skin-whitening-shots.md,,https://www.radianceclinics.com/treatment/premium-services/aqua-skin-whitening-shots/,aqua-skin-whitening-shots,Aqua Skin Whitening Shots,page,TREATMENT,Skin Health,clinic,2023-09-23,,155,,0,0,,,/skin-clinic-bhubaneswar,yes,50,39,yes,MERGE,source bucket GOOD; medical/editorial flags: \bwhiten(?:ing)?\b
../output/markdown/skin__lip-pigmentation.md,,https://www.radianceclinics.com/treatment/premium-services/lip-pigmentation/,lip-pigmentation,Lip Pigmentation,page,TREATMENT,Pigmentation,skin,2023-09-23,,176,,0,0,,,/pigmentation-treatment-bhubaneswar,yes,50,40,yes,MERGE,source bucket GOOD; medical/editorial flags: \bpermanent(?:ly)?\b
../output/markdown/clinic__insta-glam.md,,https://www.radianceclinics.com/treatment/premium-services/insta-glam/,insta-glam,Insta-Glam,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-23,,163,,0,0,,,/about,yes,50,39,no,MERGE,source bucket GOOD; medical/editorial flags: \bflawless\b
../output/markdown/skin__photofacials.md,,https://www.radianceclinics.com/treatment/premium-services/photofacials/,photofacials,Photofacials,page,TREATMENT,Skin Health,skin,2023-09-23,,151,,0,0,,,/skin-clinic-bhubaneswar,yes,50,39,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__lip-enhancement.md,,https://www.radianceclinics.com/treatment/non-surgical-facial-enhancements/lip-enhancement/,lip-enhancement,Lip Enhancement,page,TREATMENT,Ageing & Aesthetics,clinic,2023-09-23,,163,,0,0,,,/knowledge,no,50,39,yes,MANUAL_REVIEW,source bucket GOOD; medical/editorial flags: \bno downtime\b | \bpainless\b
../output/markdown/hair__hairfall-in-women.md,,https://www.radianceclinics.com/conditions/hairfall/hairfall-in-women/,hairfall-in-women,Hairfall In Women,page,CONCERN,Hair Loss & Scalp,hair,2023-09-26,,253,,0,0,,,/concerns/hair-loss-scalp/hair-loss,yes,50,43,yes,MERGE,source bucket GOOD; medical/editorial flags: \bcure[sd]?\b | \bpregnan(?:cy|t)\b
../output/markdown/clinic__wrinkle.md,,https://www.radianceclinics.com/conditions/antiageing/wrinkle/,wrinkle,Wrinkles,page,CONCERN,Ageing & Aesthetics,clinic,2023-09-26,,199,,0,0,,,/treatments/aesthetic-dermatology/injectable-aesthetics,yes,50,41,yes,MERGE,source bucket GOOD; medical/editorial flags: \b(botox|filler|injectable)\b
../output/markdown/skin__crows-feet.md,,https://www.radianceclinics.com/conditions/antiageing/crows-feet/,crows-feet,Crows Feet,page,CONCERN,Skin Health,skin,2023-09-26,,212,,0,0,,,/skin-clinic-bhubaneswar,yes,50,41,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__age-spot.md,,https://www.radianceclinics.com/conditions/antiageing/age-spot/,age-spot,Age Spots,page,CONCERN,Pigmentation,clinic,2023-09-26,,208,,0,0,,,/pigmentation-treatment-bhubaneswar,yes,50,41,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__forehead-line.md,,https://www.radianceclinics.com/conditions/antiageing/forehead-line/,forehead-line,Forehead Lines,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-26,,208,,0,0,,,/about,yes,50,41,no,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/skin__acne-scar-removal.md,,https://www.radianceclinics.com/conditions/acne-scar-removal/,acne-scar-removal,Acne Scar Removal,page,CONCERN,Acne Scars,skin,2023-09-26,,212,,0,0,,,/acne-scar-treatment-bhubaneswar,yes,50,41,yes,MERGE,source bucket GOOD; medical/editorial flags: \bcure[sd]?\b
../output/markdown/skin__melasma.md,,https://www.radianceclinics.com/conditions/melasma/,melasma,Melasma,page,CONCERN,Pigmentation,skin,2023-09-26,,180,,0,0,,,/concerns/pigmentation/melasma,yes,50,40,yes,MERGE,source bucket GOOD; medical/editorial flags: \bpregnan(?:cy|t)\b
../output/markdown/clinic__fungal-infection.md,,https://www.radianceclinics.com/conditions/fungal-infection/,fungal-infection,Fungal Infection,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-26,,222,,0,0,,,/about,yes,50,42,no,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__urticaria.md,,https://www.radianceclinics.com/conditions/urticaria/,urticaria,Urticaria,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-26,,178,,0,0,,,/about,yes,50,40,no,MERGE,source bucket GOOD; medical/editorial flags: \bcure[sd]?\b
../output/markdown/clinic__contact-dermatitis.md,,https://www.radianceclinics.com/conditions/contact-dermatitis/,contact-dermatitis,Contact Dermatitis,page,CONCERN,Skin Health,clinic,2023-09-26,,204,,0,0,,,/contact,yes,50,41,yes,MERGE,source bucket GOOD; medical/editorial flags: \bcure[sd]?\b
../output/markdown/clinic__eczema.md,,https://www.radianceclinics.com/conditions/eczema/,eczema,Eczema,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-26,,187,,0,0,,,/about,yes,50,40,no,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__open-pores.md,,https://www.radianceclinics.com/conditions/open-pores/,open-pores,Open Pores,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-26,,209,,0,0,,,/about,yes,50,41,no,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__psoriasis.md,,https://www.radianceclinics.com/conditions/psoriasis/,psoriasis,Psoriasis,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-26,,187,,0,0,,,/about,yes,50,40,no,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__vitiligo.md,,https://www.radianceclinics.com/conditions/vitiligo/,vitiligo,Vitiligo,page,CONCERN,General Skin Concerns,clinic,2023-09-26,,197,,0,0,,,/knowledge,no,50,41,yes,MANUAL_REVIEW,source bucket GOOD; medical/editorial flags: \bvitiligo\b
../output/markdown/laser__body-hair.md,,https://www.radianceclinics.com/conditions/body-hair/,body-hair,Body Hair,page,CONCERN,Laser Hair Reduction,laser,2023-09-26,,184,,0,0,,,/laser-hair-removal-bhubaneswar,yes,50,40,yes,MERGE,source bucket GOOD; medical/editorial flags: \bcure[sd]?\b
../output/markdown/clinic__dark-circles.md,,https://www.radianceclinics.com/conditions/dark-circles/,dark-circles,Dark Circles,page,CONCERN,Pigmentation,clinic,2023-09-26,,218,,0,0,,,/concerns/pigmentation/under-eye-dark-circles,yes,50,42,yes,MERGE,source bucket GOOD; medical/editorial flags: \bcure[sd]?\b
../output/markdown/clinic__ingrowing-toe-nails.md,,https://www.radianceclinics.com/conditions/ingrowing-toe-nails/,ingrowing-toe-nails,Ingrowing Toe Nails,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-26,,190,,0,0,,,/about,yes,50,40,no,MERGE,source bucket GOOD; medical/editorial flags: \bpainless\b
../output/markdown/hair__hair-transplants-what-to-expect.md,,https://www.radianceclinics.com/post/hair-transplants-what-to-expect/,hair-transplants-what-to-expect,HAIR TRANSPLANTS: WHAT TO EXPECT?,post,TREATMENT,Hair Transplant,hair,2022-01-27,,192,,0,0,,,/hair-transplant-bhubaneswar,yes,50,41,yes,MERGE,source bucket GOOD; medical/editorial flags: \bguarantee[sd]?\b | \bpermanent(?:ly)?\b
../output/good-content.json,,https://www.radianceclinics.com/post/%e0%ac%85%e0%ac%a8%e0%ac%b2%e0%ac%be%e0%ac%87%e0%ac%a8%e0%ad%8d-%e0%ac%9a%e0%ac%b0%e0%ad%8d%e0%ac%ae%e0%ac%b0%e0%ad%8b%e0%ac%97-%e0%ac%ac%e0%ac%bf%e0%ac%b6%e0%ad%87%e0%ac%b7%e0%ac%9c%e0%ad%8d%e0%ac%9e/,%e0%ac%85%e0%ac%a8%e0%ac%b2%e0%ac%be%e0%ac%87%e0%ac%a8%e0%ad%8d-%e0%ac%9a%e0%ac%b0%e0%ad%8d%e0%ac%ae%e0%ac%b0%e0%ad%8b%e0%ac%97-%e0%ac%ac%e0%ac%bf%e0%ac%b6%e0%ad%87%e0%ac%b7%e0%ac%9c%e0%ad%8d%e0%ac%9e,ଅନଲାଇନ୍ ଚର୍ମରୋଗ ବିଶେଷଜ୍ଞଙ୍କ ଉପକାରିତା,post,ARTICLE,Other,other,2022-01-31,,449,,0,0,,,/knowledge,no,50,51,yes,MANUAL_REVIEW,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/hair__bio-hair-transplant.md,,https://www.radianceclinics.com/bio-hair-transplant/,bio-hair-transplant,Bio Hair Transplant,page,TREATMENT,Hair Transplant,hair,2023-08-15,,376,,0,0,,,/hair-transplant-bhubaneswar,yes,45,45,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__beardshaping.md,,https://www.radianceclinics.com/treatment/bridal-dermatology/beardshaping/,beardshaping,Beard Shaping,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-18,,149,,0,0,,,/about,yes,45,35,no,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/aesthetic__filler.md,,https://www.radianceclinics.com/treatment/anti-ageing-therapies/filler/,filler,Filler,page,TREATMENT,Ageing & Aesthetics,aesthetic,2023-09-22,,165,,0,0,,,/dermal-fillers-bhubaneswar,yes,45,36,yes,MERGE,source bucket GOOD; medical/editorial flags: \b(botox|filler|injectable)\b
../output/markdown/clinic__iv-infusions.md,,https://www.radianceclinics.com/treatment/premium-services/iv-infusions/,iv-infusions,IV Infusions,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-23,,151,,0,0,,,/about,yes,45,36,no,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__nose-enhancement.md,,https://www.radianceclinics.com/treatment/non-surgical-facial-enhancements/nose-enhancement/,nose-enhancement,Nose Enhancement,page,CLINIC_INFO,Clinic & Doctor,clinic,2023-09-23,,165,,0,0,,,/about,yes,45,36,no,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__premature-grey.md,,https://www.radianceclinics.com/conditions/hairfall/premature-grey/,premature-grey,Premature Greying,page,CONCERN,Hair Loss & Scalp,clinic,2023-09-26,,189,,0,0,,,/knowledge,no,45,37,yes,MANUAL_REVIEW,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__alopecia-areata.md,,https://www.radianceclinics.com/conditions/hairfall/alopecia-areata/,alopecia-areata,Alopecia Areata,page,CONCERN,Hair Loss & Scalp,clinic,2023-09-26,,186,,0,0,,,/concerns/hair-loss-scalp/alopecia-areata,yes,45,37,yes,MERGE,source bucket GOOD; medical/editorial flags: \bcure[sd]?\b
../output/markdown/clinic__skin-growth.md,,https://www.radianceclinics.com/conditions/skin-growth/,skin-growth,Skin Growth,page,CONCERN,Skin Health,clinic,2023-09-26,,189,,0,0,,,/skin-clinic-bhubaneswar,yes,45,37,yes,MERGE,source bucket GOOD; medical/editorial flags: \bpregnan(?:cy|t)\b
../output/markdown/clinic__atopic-dermatitis.md,,https://www.radianceclinics.com/conditions/atopic-dermatitis/,atopic-dermatitis,Atopic Dermatitis,page,CONCERN,Skin Health,clinic,2023-09-26,,185,,0,0,,,/skin-clinic-bhubaneswar,yes,45,37,yes,MERGE,source bucket GOOD; no automated medical-risk phrase flag
../output/markdown/clinic__seborrheic-dermatitis.md,,https://www.radianceclinics.com/conditions/seborrheic-dermatitis/,seborrheic-dermatitis,Sebottheic Dermatitis,page,CONCERN,Skin Health,clinic,2023-09-26,,199,,0,0,,,/concerns/hair-loss-scalp/dandruff,yes,45,38,yes,MERGE,source bucket GOOD; medical/editorial flags: \bpermanent(?:ly)?\b
../output/markdown/clinic__stretch-marks-removal.md,,https://www.radianceclinics.com/conditions/stretch-marks-removal/,stretch-marks-removal,Stretch Marks Removal,page,CONCERN,Scars & Stretch Marks,clinic,2023-09-26,,214,,0,0,,,/concerns/scars-stretch-marks/stretch-marks,yes,45,38,yes,MERGE,source bucket GOOD; medical/editorial flags: \bpregnan(?:cy|t)\b
